Ca51;;;;;;;;;;;;;;;2.702E-12;2.0529E-12;;;;;;;;;;;2.356E-11;2.4057E-11;1.2931E-12;1.3179E-12;1.501E-10;1.5905E-10;2.2875E-11;2.3538E-11;9.1983E-12;9.4965E-12
Ca52;;;;;;;;;;;;;;;2.6489E-12;2.0524E-12;;;;;;;;;1.5477E-12;1.5671E-12;1.4321E-11;1.502E-11;1.3727E-12;1.423E-12;1.0557E-10;1.1345E-10;2.1117E-11;2.2002E-11;1.038E-11;1.0848E-11
Ca53;;;;;;;;;;;;;;;;;;;;;;;;;;;6.7746E-12;7.1846E-12;;;2.7623E-11;3.0018E-11;6.4885E-12;6.8717E-12;3.888E-12;4.1543E-12
Ca54;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5047E-12;1.605E-12;;;5.7161E-12;6.2541E-12;1.9119E-12;2.0396E-12;1.5004E-12;1.6121E-12
Sc49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;
Sc50;;;;;;;;;;;;;;;7.7347E-13;5.9676E-13;;;0.0;0.0;;;;;;;5.286E-12;5.5153E-12;0.0;0.0;4.6636E-11;4.9977E-11;5.0559E-12;5.3071E-12;1.1727E-12;1.2499E-12
Sc50m;;;;;;;;;;;;;;;3.3023E-13;2.5478E-13;;;0.0;0.0;;;;;;;2.2568E-12;2.3547E-12;0.0;0.0;1.9911E-11;2.1337E-11;2.1585E-12;2.2658E-12;5.0065E-13;5.3362E-13
Sc51;;;;;;;;;;;;;;;5.172E-12;3.7431E-12;1.3788E-12;1.3315E-12;2.1903E-12;2.2034E-12;;;;;;;2.0656E-11;2.1201E-11;1.1601E-12;1.1877E-12;2.4599E-10;2.559E-10;3.2201E-11;3.2684E-11;9.3065E-12;9.6038E-12
Sc52;;;;;;;;;;;;;;;9.3491E-12;6.7595E-12;2.4579E-12;2.3721E-12;3.1781E-12;3.2259E-12;;;;;3.3388E-12;3.2907E-12;4.9393E-11;4.9996E-11;2.723E-12;2.755E-12;3.8974E-10;4.0494E-10;5.417E-11;5.4838E-11;1.8543E-11;1.8992E-11
Sc53;;;;;;;;;;;;;;;1.6444E-11;1.1992E-11;3.8361E-12;3.7404E-12;5.0167E-12;5.1355E-12;;;1.9842E-12;1.9892E-12;7.5075E-12;7.362E-12;5.3036E-11;5.4782E-11;5.2767E-12;5.3348E-12;5.0938E-10;5.3445E-10;8.7904E-11;8.9301E-11;3.6744E-11;3.7497E-11
Sc54;;;;;;;;;;;;;;;1.0743E-11;8.3675E-12;2.369E-12;2.3918E-12;2.5167E-12;2.6629E-12;;;1.1669E-12;1.2187E-12;4.5384E-12;4.6463E-12;5.1907E-11;5.4471E-11;4.5677E-12;4.7559E-12;2.7773E-10;3.0025E-10;5.3526E-11;5.6239E-11;2.8014E-11;2.9484E-11
Sc55;;;;;;;;;;;;;;;8.465E-12;6.6487E-12;1.6451E-12;1.6658E-12;1.7664E-12;1.868E-12;;;1.2623E-12;1.3195E-12;5.1812E-12;5.3085E-12;2.2964E-11;2.4434E-11;3.7886E-12;3.9931E-12;1.5251E-10;1.6549E-10;3.9782E-11;4.1987E-11;2.5532E-11;2.7095E-11
Sc56;;;;;;;;;;;;;;;2.0749E-12;1.6459E-12;;;;;;;;;1.0859E-12;1.1262E-12;9.7673E-12;1.0375E-11;1.2512E-12;1.328E-12;3.1975E-11;3.4765E-11;9.8035E-12;1.0397E-11;7.4691E-12;8.0035E-12
Sc57;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7383E-12;1.8449E-12;;;5.162E-12;5.6282E-12;2.3321E-12;2.4822E-12;2.3099E-12;2.4825E-12
Ti49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;
Ti50;;;;;;;;;;;;;;;0.0;0.0;;;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;2.5172E-12;2.7481E-12;0.0;0.0;0.0;0.0
Ti51;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;3.6455E-12;3.8521E-12;0.0;0.0;2.3633E-11;2.5634E-11;2.5194E-12;2.6678E-12;0.0;0.0
Ti52;;;;;;;;;;;;;;;3.5042E-12;2.6926E-12;1.2928E-12;1.2782E-12;2.26E-12;2.3237E-12;;;;;1.0883E-12;1.1094E-12;1.946E-11;2.0307E-11;0.0;0.0;1.8034E-10;1.9214E-10;2.2311E-11;2.3223E-11;4.9425E-12;5.2329E-12
Ti53;;;;;;;;;;;;;;;1.1242E-11;8.4429E-12;4.1108E-12;3.9959E-12;5.8266E-12;5.9285E-12;;;0.0;0.0;3.125E-12;3.175E-12;8.1472E-11;8.2742E-11;2.8434E-12;2.9441E-12;5.2042E-10;5.4557E-10;6.5859E-11;6.7687E-11;1.7716E-11;1.8576E-11
Ti54;;;;;;;;;;;;;;;3.9237E-11;2.8082E-11;1.1741E-11;1.1204E-11;1.6443E-11;1.6473E-11;;;4.0528E-12;4.046E-12;1.5209E-11;1.4869E-11;1.6981E-10;1.7115E-10;1.0721E-11;1.0804E-11;1.2903E-9;1.3307E-9;1.9797E-10;1.9883E-10;6.813E-11;6.938E-11
Ti55;;;;;;;;;;;;;;;5.8687E-11;4.2641E-11;1.7445E-11;1.6786E-11;2.0279E-11;2.0642E-11;;;5.8082E-12;5.8397E-12;2.2403E-11;2.2061E-11;3.0258E-10;3.048E-10;2.006E-11;2.0185E-11;1.6544E-9;1.7191E-9;2.7495E-10;2.7783E-10;1.1157E-10;1.137E-10
Ti56;;;;;;;1.0104E-12;1.041E-12;;;;;;;8.7476E-11;6.4773E-11;2.3251E-11;2.2678E-11;2.7428E-11;2.8215E-11;1.5637E-12;1.5847E-12;1.0498E-11;1.0574E-11;4.2618E-11;4.2014E-11;3.0186E-10;3.1038E-10;3.1747E-11;3.2166E-11;1.8129E-9;1.9098E-9;3.7134E-10;3.7856E-10;1.7871E-10;1.8292E-10
Ti57;;;;;;;;;;;;;;;4.5432E-11;3.5732E-11;1.2259E-11;1.2336E-11;1.1408E-11;1.2059E-11;;;4.9703E-12;5.2168E-12;2.0326E-11;2.0946E-11;2.4419E-10;2.552E-10;2.3413E-11;2.4452E-11;8.0217E-10;8.6714E-10;1.891E-10;1.989E-10;1.1328E-10;1.1975E-10
Ti58;;;;;;;;;;;;;;;2.6951E-11;2.1297E-11;5.5975E-12;5.6814E-12;5.4455E-12;5.7835E-12;;;3.9606E-12;4.1597E-12;1.756E-11;1.8088E-11;8.3909E-11;8.9E-11;1.4683E-11;1.5488E-11;2.956E-10;3.2148E-10;9.8734E-11;1.0449E-10;7.7597E-11;8.259E-11
Ti59;;;;;;;;;;;;;;;5.3153E-12;4.2237E-12;1.0552E-12;1.0752E-12;;;;;;;3.0993E-12;3.2103E-12;2.2475E-11;2.4038E-11;3.6537E-12;3.8812E-12;4.529E-11;4.9402E-11;1.8856E-11;2.0037E-11;1.7882E-11;1.9163E-11
Ti60;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1855E-12;3.3952E-12;;;5.1919E-12;5.6666E-12;3.1412E-12;3.3504E-12;3.7798E-12;4.0747E-12
V51;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
V52;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1.6635E-12;1.809E-12;0.0;0.0;0.0;0.0
V53;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;2.8801E-12;3.0609E-12;0.0;0.0;2.609E-11;2.8355E-11;3.2584E-12;3.4563E-12;0.0;0.0
V54;;;;;;;;;;;;;;;4.0798E-12;3.2349E-12;1.3157E-12;1.3363E-12;2.5723E-12;2.7212E-12;;;0.0;0.0;0.0;0.0;2.5139E-11;2.6612E-11;0.0;0.0;1.57E-10;1.7065E-10;1.9426E-11;2.0618E-11;4.4752E-12;4.7975E-12
V55;;;;;;;;;;;;;;;3.3828E-11;2.5584E-11;9.2263E-12;9.1222E-12;1.7833E-11;1.8247E-11;;;2.8968E-12;2.987E-12;1.1035E-11;1.1159E-11;9.7397E-11;1.0219E-10;5.8162E-12;6.0961E-12;9.3515E-10;9.9256E-10;1.3755E-10;1.4263E-10;3.911E-11;4.1249E-11
V56;;;;;;;1.3121E-12;1.3385E-12;;;;;1.9907E-12;1.9995E-12;9.0871E-11;6.7089E-11;2.4863E-11;2.4179E-11;3.9406E-11;3.9988E-11;1.912E-12;1.9224E-12;6.7181E-12;6.8906E-12;2.6254E-11;2.6421E-11;3.7596E-10;3.8326E-10;2.0436E-11;2.1076E-11;2.2442E-9;2.3453E-9;3.3386E-10;3.418E-10;1.11E-10;1.1575E-10
V57;;;;;;;4.1709E-12;4.1979E-12;;;;;4.3776E-12;4.3997E-12;2.5642E-10;1.8341E-10;6.1928E-11;5.943E-11;9.4495E-11;9.5075E-11;6.11E-12;6.0599E-12;2.4457E-11;2.4395E-11;1.0182E-10;9.9394E-11;6.574E-10;6.6846E-10;6.6019E-11;6.6505E-11;4.6279E-9;4.79E-9;8.5159E-10;8.5693E-10;3.5676E-10;3.6295E-10
V58;;;;;;;3.4908E-12;3.6424E-12;;;;;4.0694E-12;4.2248E-12;2.9935E-10;2.2212E-10;6.2873E-11;6.202E-11;8.2192E-11;8.5266E-11;5.8149E-12;5.966E-12;2.6722E-11;2.7177E-11;1.175E-10;1.1686E-10;9.3753E-10;9.6307E-10;9.641E-11;9.8018E-11;4.1587E-9;4.4037E-9;8.5906E-10;8.8258E-10;4.5157E-10;4.6486E-10
V59;;;;;;;5.7807E-12;6.0389E-12;1.0956E-12;1.1531E-12;;;3.9036E-12;4.0971E-12;3.7327E-10;2.838E-10;6.4627E-11;6.4749E-11;9.2097E-11;9.6372E-11;9.0855E-12;9.3675E-12;4.2021E-11;4.2963E-11;1.9625E-10;1.961E-10;6.087E-10;6.4309E-10;1.1983E-10;1.2381E-10;3.4782E-9;3.7391E-9;9.3342E-10;9.7127E-10;5.9144E-10;6.1569E-10
V60;;;;;;;1.4853E-12;1.5858E-12;7.1384E-11;7.7065E-11;;;1.298E-12;1.3723E-12;1.4855E-10;1.1787E-10;2.4799E-11;2.5217E-11;2.9613E-11;3.143E-11;2.8894E-12;3.0395E-12;1.4145E-11;1.4965E-11;6.7814E-11;7.0405E-11;4.0321E-10;4.2768E-10;6.2396E-11;6.6119E-11;1.13E-9;1.2297E-9;3.4349E-10;3.6469E-10;2.6509E-10;2.8367E-10
V61;;;;;;;;;5.4688E-11;5.8851E-11;;;;;6.8305E-11;5.429E-11;9.7306E-12;9.8855E-12;1.1613E-11;1.2348E-11;1.5051E-12;1.5849E-12;8.898E-12;9.392E-12;4.5651E-11;4.727E-11;1.1697E-10;1.242E-10;3.1723E-11;3.363E-11;3.3615E-10;3.6595E-10;1.4698E-10;1.5602E-10;1.4629E-10;1.5652E-10
V62;;;;;;;;;7.7302E-12;8.3017E-12;;;;;1.0798E-11;8.5753E-12;1.395E-12;1.4149E-12;1.4834E-12;1.572E-12;;;1.2884E-12;1.3586E-12;6.6961E-12;6.9314E-12;2.695E-11;2.8654E-11;6.4242E-12;6.817E-12;3.8537E-11;4.1889E-11;2.1928E-11;2.3248E-11;2.7191E-11;2.9113E-11
V63;;;;;;;;;;;;;;;1.4581E-12;1.1615E-12;;;;;;;;;1.1423E-12;1.1897E-12;2.5207E-12;2.6844E-12;;;3.2161E-12;3.4989E-12;2.825E-12;3.0007E-12;4.4931E-12;4.8245E-12
Cr52;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cr53;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cr54;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6641E-12;1.821E-12;0.0;0.0;0.0;0.0
Cr55;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;5.6785E-12;6.0612E-12;0.0;0.0;2.7062E-11;2.9466E-11;3.367E-12;3.5765E-12;0.0;0.0
Cr56;;;;;;;0.0;0.0;;;;;0.0;0.0;9.4584E-12;7.4609E-12;4.3178E-12;4.3516E-12;8.6976E-12;9.1327E-12;0.0;0.0;0.0;0.0;2.2028E-12;2.2814E-12;5.1886E-11;5.4863E-11;1.4222E-12;1.5091E-12;3.3786E-10;3.6539E-10;4.6005E-11;4.8604E-11;9.4681E-12;1.014E-11
Cr57;;;;;;;1.0236E-12;1.0809E-12;;;;;2.2433E-12;2.3151E-12;5.2039E-11;4.0818E-11;2.2983E-11;2.29E-11;3.5433E-11;3.6943E-11;1.7285E-12;1.7931E-12;3.3341E-12;3.5136E-12;1.1865E-11;1.2292E-11;3.6829E-10;3.818E-10;1.1234E-11;1.1848E-11;1.6199E-9;1.7355E-9;2.2441E-10;2.3552E-10;5.8497E-11;6.2348E-11
Cr58;;;;;;;7.882E-12;7.968E-12;;;;;1.0253E-11;1.0273E-11;3.2831E-10;2.4187E-10;1.0787E-10;1.0391E-10;1.7095E-10;1.7234E-10;1.2109E-11;1.2062E-11;2.845E-11;2.8861E-11;1.1385E-10;1.1338E-10;1.1219E-9;1.1442E-9;7.3839E-11;7.5859E-11;6.6091E-9;6.8758E-9;1.1276E-9;1.1459E-9;3.836E-10;3.9736E-10
Cr59;;;2.3747E-12;2.428E-12;1.4523E-12;1.4668E-12;1.476E-11;1.496E-11;2.479E-12;2.5326E-12;;;2.1562E-11;2.1598E-11;7.3908E-10;5.3551E-10;2.2601E-10;2.1637E-10;3.1708E-10;3.1928E-10;2.5214E-11;2.512E-11;5.7105E-11;5.7679E-11;2.3613E-10;2.3412E-10;2.8308E-9;2.846E-9;2.0181E-10;2.0426E-10;1.2227E-8;1.264E-8;2.2066E-9;2.2264E-9;8.8321E-10;9.0536E-10
Cr60;;;6.312E-12;6.4756E-12;3.9861E-12;4.0217E-12;3.7993E-11;3.8325E-11;1.4207E-9;1.4425E-9;8.1271E-12;8.1844E-12;3.9839E-11;4.0198E-11;1.6431E-9;1.1777E-9;4.2321E-10;4.0533E-10;6.071E-10;6.1176E-10;6.3413E-11;6.2973E-11;1.5137E-10;1.5086E-10;6.7901E-10;6.6229E-10;4.1529E-9;4.1981E-9;4.6975E-10;4.7139E-10;1.9216E-8;1.9893E-8;4.1751E-9;4.1973E-9;2.0442E-9;2.0739E-9
Cr61;;;5.4901E-12;5.8372E-12;2.7846E-12;2.9319E-12;2.5325E-11;2.6636E-11;2.1644E-9;2.2663E-9;8.5548E-12;8.8912E-12;3.1071E-11;3.2424E-11;1.5465E-9;1.168E-9;3.8461E-10;3.7931E-10;4.5009E-10;4.6894E-10;5.0995E-11;5.2602E-11;1.3585E-10;1.3919E-10;6.356E-10;6.3771E-10;5.1675E-9;5.2871E-9;5.782E-10;5.895E-10;1.4585E-8;1.5503E-8;3.5823E-9;3.6954E-9;2.1582E-9;2.2316E-9
Cr62;;;6.3588E-12;6.787E-12;3.6256E-12;3.8182E-12;3.3905E-11;3.5652E-11;3.4492E-9;3.6446E-9;9.6666E-12;1.0164E-11;2.3139E-11;2.4326E-11;1.6026E-9;1.2366E-9;3.1158E-10;3.119E-10;3.9473E-10;4.1429E-10;6.3487E-11;6.5746E-11;1.8175E-10;1.8726E-10;9.1809E-10;9.2595E-10;2.9764E-9;3.1262E-9;6.0901E-10;6.3159E-10;9.4879E-9;1.0213E-8;3.1489E-9;3.2875E-9;2.365E-9;2.4755E-9
Cr63;;;2.0643E-12;2.2164E-12;;;7.3683E-12;7.8462E-12;1.0733E-9;1.1539E-9;2.7188E-12;2.8949E-12;6.0516E-12;6.3998E-12;5.11E-10;4.051E-10;9.1462E-11;9.2778E-11;1.0278E-10;1.0893E-10;1.6888E-11;1.7715E-11;4.9794E-11;5.2596E-11;2.5574E-10;2.6535E-10;1.3322E-9;1.4143E-9;2.5358E-10;2.6822E-10;2.3071E-9;2.5063E-9;9.2028E-10;9.749E-10;8.5383E-10;9.1256E-10
Cr64;;;;;;;2.4833E-12;2.666E-12;3.8948E-10;4.2159E-10;;;1.273E-12;1.3545E-12;1.6791E-10;1.3431E-10;2.2248E-11;2.2761E-11;2.7037E-11;2.8873E-11;5.7422E-12;6.0747E-12;2.0705E-11;2.197E-11;1.1765E-10;1.2246E-10;2.8416E-10;3.0312E-10;8.6198E-11;9.1747E-11;4.3978E-10;4.8064E-10;2.5531E-10;2.7244E-10;3.1542E-10;3.3906E-10
Cr65;;;;;;;;;3.7806E-11;4.0691E-11;;;;;2.0785E-11;1.652E-11;2.5181E-12;2.5614E-12;2.7657E-12;2.9357E-12;;;2.4262E-12;2.5622E-12;1.4093E-11;1.4605E-11;4.7165E-11;5.0352E-11;1.3152E-11;1.4001E-11;4.9844E-11;5.3854E-11;2.9782E-11;3.164E-11;4.5751E-11;4.9094E-11
Cr66;;;;;;;;;2.8373E-12;3.0526E-12;;;;;2.2248E-12;1.7673E-12;;;;;;;;;1.8727E-12;1.9469E-12;3.9037E-12;4.1484E-12;1.4921E-12;1.5862E-12;2.6903E-12;2.925E-12;3.0255E-12;3.2098E-12;5.797E-12;6.2201E-12
Mn55;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Mn56;;;;;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Mn57;;;;;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.1816E-12;4.4374E-12;0.0;0.0;2.3611E-11;2.5739E-11;3.3685E-12;3.5851E-12;0.0;0.0
Mn58;;;;;;;0.0;0.0;;;;;0.0;0.0;8.1333E-12;6.452E-12;3.4716E-12;3.5266E-12;7.205E-12;7.6464E-12;0.0;0.0;0.0;0.0;1.451E-12;1.5026E-12;5.0899E-11;5.4041E-11;1.165E-12;1.236E-12;2.2712E-10;2.4707E-10;3.2248E-11;3.4209E-11;7.0078E-12;7.5034E-12
Mn58m;;;;;;;;;;;;;;;;;;;;;;;;;;;5.731E-12;6.0848E-12;;;2.5572E-11;2.7819E-11;3.6309E-12;3.8518E-12;;
Mn59;;;1.0189E-12;1.0725E-12;0.0;0.0;4.6296E-12;4.8545E-12;0.0;0.0;;;6.8264E-12;7.1116E-12;1.2268E-10;9.6159E-11;4.0669E-11;4.1008E-11;8.8744E-11;9.2914E-11;6.78E-12;7.0235E-12;8.2114E-12;8.6186E-12;3.1242E-11;3.2197E-11;3.2722E-10;3.4776E-10;1.7873E-11;1.8924E-11;2.3241E-9;2.5109E-9;3.8061E-10;4.0116E-10;1.0253E-10;1.0941E-10
Mn60;;;4.068E-13;4.2478E-13;1.7092E-13;1.7751E-13;1.377E-12;1.4437E-12;3.1222E-11;3.3364E-11;2.1407E-13;2.2545E-13;2.7295E-12;2.7987E-12;5.1977E-11;4.0306E-11;1.5964E-11;1.5925E-11;2.8499E-11;2.9589E-11;2.0575E-12;2.1249E-12;2.9876E-12;3.1407E-12;1.0728E-11;1.1083E-11;1.922E-10;2.001E-10;9.8917E-12;1.0435E-11;8.3017E-10;8.8648E-10;1.3507E-10;1.4147E-10;4.4563E-11;4.745E-11
Mn60m;;;3.613E-12;3.7726E-12;1.7388E-12;1.8058E-12;1.223E-11;1.2822E-11;2.773E-10;2.9632E-10;2.1777E-12;2.2936E-12;2.4241E-11;2.4856E-11;4.6163E-10;3.5797E-10;1.4179E-10;1.4143E-10;2.5311E-10;2.6279E-10;2.0931E-11;2.1617E-11;2.6534E-11;2.7894E-11;1.0914E-10;1.1275E-10;1.707E-9;1.7772E-9;8.7852E-11;9.2675E-11;7.3731E-9;7.8732E-9;1.1996E-9;1.2564E-9;3.9579E-10;4.2142E-10
Mn61;;;2.1549E-11;2.1935E-11;1.156E-11;1.1604E-11;8.32E-11;8.3835E-11;3.8042E-9;3.8953E-9;1.6315E-11;1.6528E-11;1.0421E-10;1.0426E-10;2.577E-9;1.8719E-9;6.5872E-10;6.3494E-10;1.1576E-9;1.165E-9;1.3558E-10;1.3472E-10;2.0277E-10;2.0438E-10;9.1199E-10;9.0096E-10;5.0146E-9;5.1366E-9;5.2895E-10;5.4126E-10;2.8105E-8;2.9169E-8;5.6436E-9;5.7181E-9;2.3612E-9;2.4328E-9
Mn62;;;3.3205E-11;3.4357E-11;1.5881E-11;1.6213E-11;1.0969E-10;1.1161E-10;8.495E-9;8.6891E-9;3.193E-11;3.2346E-11;1.4933E-10;1.5079E-10;4.1499E-9;2.9992E-9;9.4326E-10;9.1122E-10;1.4594E-9;1.4803E-9;1.9922E-10;1.9958E-10;2.9636E-10;2.9854E-10;1.4251E-9;1.4062E-9;9.6692E-9;9.7904E-9;1.0447E-9;1.0569E-9;3.5209E-8;3.6602E-8;7.6952E-9;7.7916E-9;3.8798E-9;3.9714E-9
Mn62m;;;5.9611E-12;6.1679E-12;2.487E-12;2.539E-12;1.9692E-11;2.0037E-11;1.525E-9;1.5599E-9;5.0005E-12;5.0655E-12;2.6808E-11;2.707E-11;7.45E-10;5.3842E-10;1.6934E-10;1.6359E-10;2.62E-10;2.6576E-10;3.1199E-11;3.1256E-11;5.3205E-11;5.3594E-11;2.2318E-10;2.2021E-10;1.7358E-9;1.7576E-9;1.8756E-10;1.8973E-10;6.3209E-9;6.5709E-9;1.3815E-9;1.3988E-9;6.9651E-10;7.1295E-10
