Product;;
Product;;
Product;Yield;Error
La154;8.6031E-6;3.0803E-6
La155;2.2237E-9;1.66E-9
Ce140;0.060457;7.8052E-4
Ce141;0.057937;0.0033618
Ce142;0.048384;0.0020623
Ce143;0.046716;9.8132E-4
Ce144;0.046916;0.0010569
Ce145;0.038521;0.0017759
Ce146;0.035765;0.0016452
Ce147;0.026636;4.2779E-4
Ce148;0.02296;3.6688E-4
Ce149;0.016826;7.2376E-4
Ce150;0.012945;5.4508E-4
Ce151;0.0073397;1.4178E-4
Ce152;0.004465;3.1932E-4
Ce153;0.0016133;1.96E-4
Ce154;5.9566E-4;1.3249E-4
Ce155;1.0622E-4;7.5882E-5
Ce156;3.8262E-7;1.4559E-7
Ce157;3.4842E-9;3.9416E-9
Pr141;0.057937;0.0033618
Pr143;0.046716;9.8132E-4
Pr144;0.046916;0.0010569
Pr144m;6.4742E-4;6.6211E-5
Pr145;0.038521;0.0017759
Pr146;0.035765;0.0016452
Pr147;0.026639;4.2781E-4
Pr148;0.022963;3.6688E-4
Pr148m;1.4221E-5;4.7408E-6
Pr149;0.016926;7.2785E-4
Pr150;0.013181;5.5374E-4
Pr151;0.0080958;1.2957E-4
Pr152;0.0054439;3.7081E-4
Pr153;0.0032223;1.3063E-4
Pr154;0.0015531;1.5306E-4
Pr155;6.3504E-4;3.675E-4
Pr156;1.0665E-4;3.0405E-5
Pr157;2.0274E-5;2.1854E-5
Pr158;1.9925E-7;2.2984E-7
Pr159;7.8936E-9;3.1107E-9
Nd143;0.046716;9.8132E-4
Nd144;0.046916;0.0010569
Nd145;0.038521;0.0017759
Nd146;0.035765;0.0016452
Nd147;0.026639;4.2781E-4
Nd148;0.022978;3.6688E-4
Nd149;0.016928;7.2794E-4
Nd150;0.013192;5.5416E-4
Nd151;0.0081463;1.3003E-4
Nd152;0.0056473;3.8402E-4
Nd153;0.0036198;1.3394E-4
Nd154;0.002411;1.8083E-4
Nd155;0.0014405;7.6637E-4
Nd156;6.0023E-4;1.6473E-5
Nd157;2.0142E-4;1.5898E-4
Nd158;8.6772E-5;6.9941E-5
Nd159;1.5671E-5;4.5567E-6
Nd160;4.2375E-7;4.4741E-7
Nd161;8.2581E-9;3.2158E-9
Pm147;0.026639;4.2781E-4
Pm149;0.016928;7.2794E-4
Pm151;0.0081463;1.3003E-4
Pm152;0.0056473;3.8402E-4
Pm152m;5.9796E-9;2.3093E-9
Pm152n;7.8109E-9;3.0165E-9
Pm153;0.0036221;1.3402E-4
Pm154;0.0024139;1.8105E-4
Pm154m;2.8685E-6;1.03E-6
Pm155;0.0014602;7.7512E-4
Pm156;6.5344E-4;1.6998E-5
Pm157;2.4198E-4;1.8876E-4
Pm158;1.099E-4;8.6118E-5
Pm159;6.7854E-5;7.733E-6
Pm160;1.7149E-5;1.3653E-5
Pm161;1.9621E-6;5.7804E-7
Pm162;1.1801E-7;1.7076E-7
Pm163;8.4434E-9;1.2337E-8
Sm147;0.026639;4.2781E-4
Sm149;0.016928;7.2794E-4
Sm151;0.0081463;1.3003E-4
Sm152;0.0056473;3.8402E-4
Sm153;0.0036221;1.3402E-4
Sm154;0.0024168;1.8126E-4
Sm155;0.0014602;7.7512E-4
Sm156;6.5753E-4;1.7097E-5
Sm157;2.439E-4;1.9025E-4
Sm158;1.1569E-4;9.0515E-5
Sm159;8.3751E-5;9.2127E-6
Sm160;3.3834E-5;2.4024E-5
Sm161;1.052E-5;8.3536E-7
Sm162;4.0178E-6;4.1468E-6
Sm163;7.1646E-7;8.8599E-7
Sm164;1.3603E-7;1.852E-7
Sm165;6.4407E-9;9.3514E-9
Eu151;0.0081463;1.3003E-4
Eu153;0.0036221;1.3402E-4
Eu155;0.0014602;7.7512E-4
Eu156;6.5753E-4;1.7097E-5
Eu157;2.439E-4;1.9025E-4
Eu158;1.1569E-4;9.0515E-5
Eu159;8.3882E-5;9.2268E-6
Eu160;3.4348E-5;2.4387E-5
Eu161;1.1951E-5;9.322E-7
Eu162;5.3442E-6;5.355E-6
Eu163;2.3084E-6;2.3143E-6
Eu164;7.6981E-7;7.9471E-7
Eu165;2.4609E-7;2.749E-7
Eu166;2.7238E-8;3.7255E-8
Eu167;4.3423E-9;6.1984E-9
Gd155;0.0014602;7.7512E-4
Gd156;6.5753E-4;1.7097E-5
Gd157;2.439E-4;1.9025E-4
Gd158;1.1569E-4;9.0515E-5
Gd159;8.3882E-5;9.2268E-6
Gd160;3.4348E-5;2.4387E-5
Gd161;1.1955E-5;9.3252E-7
Gd162;5.3803E-6;5.3908E-6
Gd163;2.4156E-6;2.4204E-6
Gd164;1.0839E-6;1.086E-6
Gd165;4.8019E-7;4.8118E-7
Gd166;2.0568E-7;2.0618E-7
Gd167;6.6293E-8;6.953E-8
Gd168;2.1012E-8;2.382E-8
Gd169;2.1068E-9;2.9074E-9
Tb159;8.3882E-5;9.2268E-6
Tb161;1.1955E-5;9.3252E-7
Tb162;5.3803E-6;5.3908E-6
Tb163;2.4157E-6;2.4205E-6
Tb164;1.085E-6;1.0871E-6
Tb165;4.8751E-7;4.8848E-7
Tb166;2.1874E-7;2.1895E-7
Tb167;9.8064E-8;9.8261E-8
Tb168;4.1986E-8;4.193E-8
Tb169;1.6673E-8;1.6877E-8
Tb170;3.4912E-9;4.0572E-9
Tb171;9.5237E-10;1.2194E-9
Dy161;1.1955E-5;9.3252E-7
Dy162;5.3803E-6;5.3908E-6
Dy163;2.4157E-6;2.4205E-6
Dy164;1.085E-6;1.0871E-6
Dy165;4.8751E-7;4.8848E-7
Dy166;2.1879E-7;2.1901E-7
Dy167;9.843E-8;9.8627E-8
Dy168;4.4058E-8;4.397E-8
Dy169;1.9855E-8;1.9894E-8
Dy170;8.6439E-9;8.4476E-9
Dy171;3.708E-9;3.7148E-9
Dy172;1.4102E-9;1.3956E-9
Dy173;3.129E-10;3.69E-10
Ho165;4.8751E-7;4.8848E-7
Ho166;2.1879E-7;2.1901E-7
Ho167;9.843E-8;9.8627E-8
Ho168;4.4059E-8;4.3971E-8
Ho169;1.987E-8;1.991E-8
Ho170;5.0318E-11;7.2537E-11
Ho170m;8.6624E-9;8.4653E-9
Ho171;4.0064E-9;4.0064E-9
Ho172;1.7309E-9;1.6714E-9
Ho173;7.8427E-10;7.7979E-10
Ho174;2.1975E-10;1.9723E-10
Ho175;9.5577E-11;1.0175E-10
Er166;2.1879E-7;2.1901E-7
Er167;9.843E-8;9.8627E-8
Er167m;1.1762E-8;1.3957E-8
Er168;4.4059E-8;4.3971E-8
Er169;1.987E-8;1.991E-8
Er170;8.7127E-9;8.5137E-9
Er171;4.0064E-9;4.0064E-9
Er172;1.7362E-9;1.6763E-9
Er173;8.0432E-10;7.9951E-10
Er174;2.914E-10;2.3864E-10
Er175;1.5833E-10;1.5473E-10
Er176;5.7411E-11;4.8746E-11
Er177;2.273E-11;2.2233E-11
Tm169;1.987E-8;1.991E-8
Tm171;4.0064E-9;4.0064E-9
Tm172;1.7362E-9;1.6763E-9
Tm173;8.0432E-10;7.9951E-10
Tm174;2.914E-10;2.3864E-10
Tm175;1.5954E-10;1.559E-10
Tm176;6.0113E-11;5.0407E-11
Tm177;3.0497E-11;2.8303E-11
Tm178;5.7686E-12;4.3309E-12
Tm179;4.8874E-12;4.311E-12
Yb171;4.0064E-9;4.0064E-9
Yb172;1.7362E-9;1.6763E-9
Yb173;8.0432E-10;7.9951E-10
Yb174;2.914E-10;2.3864E-10
Yb175;1.5954E-10;1.5589E-10
Yb175m;1.2284E-10;1.221E-10
Yb176;5.7108E-11;4.7625E-11
Yb176m;3.0057E-11;2.9978E-11
Yb177;3.0497E-11;2.8303E-11
Yb177m;3.0497E-11;2.8303E-11
Yb178;5.7686E-12;4.3309E-12
Yb179;4.8874E-12;4.311E-12
Lu175;1.5954E-10;1.5589E-10
Lu176;3.0057E-12;3.7065E-12
Lu177;3.0497E-11;2.8303E-11
Lu178;5.7686E-12;4.3309E-12
Lu179;4.8874E-12;4.311E-12
Lu179m;4.8874E-12;4.311E-12
Hf177;3.0497E-11;2.8303E-11
Hf178;5.7686E-12;4.3309E-12
Hf179;4.8874E-12;4.311E-12
