Product;;
Product;;
Product;Yield;Error
Sb137;4.6272E-6;1.6717E-6
Sb138;2.4181E-8;9.0457E-9
Te122;1.5575E-11;4.0601E-12
Te124;6.9581E-6;1.3162E-6
Te125;0.001106;1.9023E-4
Te125m;2.4826E-4;4.7525E-5
Te126;7.6661E-5;1.3859E-5
Te127;0.0053608;1.0723E-4
Te127m;8.9025E-4;6.5691E-5
Te128;0.0093467;4.4864E-4
Te129;0.014074;2.7104E-4
Te129m;0.0069791;4.2105E-4
Te130;0.027203;4.6245E-4
Te131;0.029467;8.3656E-4
Te131m;0.010105;0.0015067
Te132;0.049803;6.1823E-4
Te133;0.030259;0.0021102
Te133m;0.035602;0.001938
Te134;0.046424;0.0022085
Te135;0.017504;0.0037444
Te136;0.0056962;0.0017665
Te137;0.0011203;3.915E-4
Te138;1.948E-4;7.2432E-5
Te139;1.5946E-5;5.6304E-6
Te140;2.3349E-7;8.0683E-8
Te141;2.9318E-9;1.0295E-9
I127;0.0053822;1.0764E-4
I128;6.4587E-9;2.6023E-9
I129;0.01666;2.499E-4
I130;3.0468E-5;8.5827E-6
I130m;9.5744E-6;3.4494E-6
I131;0.037772;5.2878E-4
I132;0.051213;6.1467E-4
I132m;6.3581E-4;2.2898E-4
I133;0.068193;0.0014322
I133m;0.0032481;0.0010277
I134;0.065484;0.0019731
I134m;0.0081669;0.0019112
I135;0.065541;0.0016531
I136;0.015051;0.0021315
I136m;0.021889;0.002969
I137;0.022432;0.0034098
I138;0.0059771;0.0017768
I139;0.0029474;9.3204E-4
I140;4.7676E-4;1.617E-4
I141;7.9917E-5;2.7977E-5
I142;4.7081E-6;1.7256E-6
I143;1.0071E-6;3.6141E-7
Xe128;6.0131E-9;2.4228E-9
Xe130;3.2004E-5;8.6015E-6
Xe131;0.037772;5.2878E-4
Xe131m;4.1041E-4;4.0023E-5
Xe132;0.051332;6.1596E-4
Xe132m;1.6301E-5;6.1058E-6
Xe133;0.06844;0.0014372
Xe133m;0.0021158;1.6245E-4
Xe134;0.067439;0.0020208
Xe134m;0.0014259;4.5012E-4
Xe135;0.074118;0.0015566
Xe135m;0.016957;0.001925
Xe136;0.069159;0.002999
Xe137;0.061056;9.8315E-4
Xe138;0.049348;0.0011033
Xe139;0.03106;0.0023719
Xe140;0.018762;0.0026321
Xe141;0.0059995;0.0016558
Xe142;0.0015894;5.4769E-4
Xe143;2.5434E-4;9.0208E-5
Xe144;2.9693E-5;1.0336E-5
Xe145;7.6545E-6;2.664E-6
Xe146;1.8942E-9;6.6846E-10
Cs133;0.06844;0.0014372
Cs134;5.6023E-6;1.5071E-6
Cs134m;2.3771E-6;8.9148E-7
Cs135;0.074282;0.0015599
Cs135m;2.3607E-5;8.7965E-6
Cs136;3.9618E-4;1.1686E-4
Cs136m;1.7956E-4;6.5673E-5
Cs137;0.065796;8.0181E-4
Cs138;0.058576;7.8369E-4
Cs138m;0.0060918;0.0017881
Cs139;0.054054;7.7792E-4
Cs140;0.040523;0.0014996
Cs141;0.033514;0.0017734
Cs142;0.015592;0.0026499
Cs143;0.0076123;0.0019536
Cs144;0.001519;3.6346E-4
Cs144m;9.9349E-4;3.296E-4
Cs145;4.3463E-4;1.4596E-4
Cs146;3.8912E-5;1.3705E-5
Cs147;1.7756E-6;6.3868E-7
Cs148;7.5965E-9;2.8054E-9
Ba134;5.6023E-6;1.5071E-6
Ba135;8.092E-9;2.3115E-9
Ba135m;5.7219E-9;2.1332E-9
Ba136;4.8857E-4;1.2179E-4
Ba136m;1.8264E-6;6.7107E-7
Ba137;0.065869;8.0015E-4
Ba137m;0.062163;9.0759E-4
Ba138;0.060675;7.8879E-4
Ba139;0.057967;6.3839E-4
Ba140;0.05288;5.8196E-4
Ba141;0.051228;7.2247E-4
Ba142;0.048016;5.5562E-4
Ba143;0.037113;8.2365E-4
Ba144;0.024714;0.001059
Ba145;0.009862;0.0016637
Ba146;0.0039014;0.001063
Ba147;9.7952E-4;3.3073E-4
Ba148;1.8327E-4;6.683E-5
Ba149;4.3855E-5;1.5167E-5
Ba150;9.753E-7;3.3092E-7
Ba151;6.6082E-10;2.3003E-10
La137;9.2547E-7;3.3438E-7
La138;8.9714E-7;3.3559E-7
La139;0.05798;6.3846E-4
La140;0.052989;5.8289E-4
La141;0.051935;7.2709E-4
La142;0.049588;5.4494E-4
La143;0.044171;5.3174E-4
La144;0.03576;3.7797E-4
La145;0.026022;5.9577E-4
La146;0.0075777;0.0010322
La146m;0.0066127;0.0010173
La147;0.0081624;0.0011182
La148;0.0030271;7.9613E-4
La149;0.0011177;3.3161E-4
La150;1.9414E-4;6.3986E-5
La151;3.3365E-5;1.156E-5
La152;1.1003E-6;4.0114E-7
La153;1.6882E-6;8.2364E-7
Ce140;0.052991;5.8292E-4
Ce141;0.051937;7.2712E-4
Ce142;0.049659;5.4494E-4
Ce143;0.044502;5.3409E-4
Ce144;0.037623;3.3849E-4
Ce145;0.030443;3.0462E-4
Ce146;0.025098;2.269E-4
Ce147;0.019935;4.4915E-4
Ce148;0.015176;2.0612E-4
Ce149;0.0083539;4.273E-4
Ce150;0.0042109;4.9028E-4
Ce151;0.001372;3.5608E-4
Ce152;3.8037E-4;1.282E-4
Ce153;9.7345E-5;4.6981E-5
Ce154;3.8835E-6;1.3508E-6
Ce155;6.9119E-9;2.892E-9
Ce156;1.2537E-10;4.5014E-11
Pr141;0.051937;7.2712E-4
Pr143;0.044503;5.341E-4
Pr144;0.037624;3.3849E-4
Pr144m;5.2089E-4;5.5631E-5
Pr145;0.030472;3.0481E-4
Pr146;0.025287;2.2758E-4
Pr147;0.020696;4.5531E-4
Pr148;0.015478;1.8822E-4
Pr148m;0.0012711;3.7764E-4
Pr149;0.012184;3.2018E-4
Pr150;0.008317;2.1173E-4
Pr151;0.0052457;3.107E-4
Pr152;0.0022797;3.4675E-4
Pr153;0.0013865;6.1359E-4
Pr154;2.6668E-4;8.0941E-5
Pr155;4.7202E-5;1.938E-5
Pr156;2.5929E-6;9.282E-7
Pr157;1.8996E-8;7.2085E-9
Pr158;3.2345E-10;2.3235E-10
Nd143;0.044503;5.341E-4
Nd144;0.037625;3.3849E-4
Nd145;0.030472;3.0481E-4
Nd146;0.025289;2.276E-4
Nd147;0.020714;4.5562E-4
Nd148;0.01685;1.5156E-4
Nd149;0.012584;3.2719E-4
Nd150;0.0097535;1.3656E-4
Nd151;0.0078067;2.4206E-4
Nd152;0.0060028;2.2886E-4
Nd153;0.0051699;0.0021003
Nd154;0.002044;1.3757E-4
Nd155;7.7715E-4;2.3281E-4
Nd156;2.15E-4;5.6115E-5
Nd157;7.9513E-5;2.644E-5
Nd158;1.0347E-5;7.4034E-6
Nd159;2.2477E-8;8.4519E-9
Nd160;6.6428E-10;5.817E-10
Nd161;4.0564E-12;1.5113E-12
Pm147;0.020714;4.5562E-4
Pm148;3.4744E-9;1.1565E-9
Pm148m;7.2848E-9;2.6903E-9
Pm149;0.012587;3.2726E-4
Pm150;4.8845E-6;1.6534E-6
Pm151;0.0078494;2.4332E-4
Pm152;0.006031;2.2967E-4
Pm152m;5.627E-5;1.9157E-5
Pm152n;6.2241E-5;2.117E-5
Pm153;0.005829;0.0023666
Pm154;0.0023918;1.4498E-4
Pm154m;3.478E-4;7.8814E-5
Pm155;0.0016651;4.4567E-4
Pm156;6.9963E-4;7.3555E-5
Pm157;3.9138E-4;6.8692E-5
Pm158;1.6295E-4;1.0954E-4
Pm159;2.6712E-5;8.2225E-6
Pm160;2.6935E-6;2.3373E-6
Pm161;2.5203E-8;9.3813E-9
Pm162;4.9499E-10;4.5618E-10
Pm163;1.0032E-11;1.1764E-11
Sm147;0.020714;4.5562E-4
Sm148;1.0395E-8;2.806E-9
Sm149;0.012587;3.2726E-4
Sm150;4.8856E-6;1.6534E-6
Sm151;0.0078494;2.4332E-4
Sm152;0.0061539;2.3381E-4
Sm153;0.0058955;0.0023936
Sm153m;4.7075E-5;2.2797E-5
Sm154;0.0028516;1.6539E-4
Sm155;0.0019011;5.0759E-4
Sm156;0.0011152;9.2567E-5
Sm157;7.6982E-4;1.0938E-4
Sm158;6.2929E-4;3.9725E-4
Sm159;1.4656E-4;1.6807E-5
Sm160;5.3817E-5;4.017E-5
Sm161;1.1051E-5;2.7674E-6
Sm162;9.9984E-7;9.012E-7
Sm163;2.506E-8;2.9352E-8
Sm164;1.6617E-9;1.756E-9
Sm165;1.0092E-11;1.1174E-11
Eu151;0.0078494;2.4332E-4
Eu153;0.0058955;0.0023936
Eu154;6.3437E-8;1.5861E-8
Eu154m;3.0063E-8;1.0472E-8
Eu155;0.0019039;5.0834E-4
Eu156;0.0011191;9.2877E-5
Eu157;7.9547E-4;1.1296E-4
Eu158;6.874E-4;4.3375E-4
Eu159;2.0838E-4;2.1284E-5
Eu160;1.1445E-4;7.946E-5
Eu161;3.3112E-5;3.7136E-6
Eu162;1.0991E-5;7.9904E-6
Eu163;2.015E-6;2.1832E-6
Eu164;9.5203E-7;9.5797E-7
Eu165;1.6233E-8;1.7904E-8
Eu166;4.8588E-10;5.118E-10
Eu167;1.5409E-11;2.2391E-11
Gd154;6.3424E-8;1.5858E-8
Gd155;0.0019039;5.0834E-4
Gd155m;1.1278E-10;4.7189E-11
Gd156;0.0011191;9.2877E-5
Gd157;7.9698E-4;1.1317E-4
Gd158;6.891E-4;4.3482E-4
Gd159;2.1653E-4;2.2083E-5
Gd160;1.3062E-4;9.0518E-5
Gd161;4.875E-5;4.6803E-6
Gd162;2.3985E-5;1.5558E-5
Gd163;1.3956E-5;1.1558E-5
Gd164;8.5549E-6;6.4022E-6
Gd165;8.7592E-7;8.024E-7
Gd166;6.1934E-7;5.3515E-7
Gd167;9.2256E-9;1.3319E-8
Gd168;8.8202E-10;1.2847E-9
Gd169;2.2319E-11;3.2475E-11
Tb158;3.8791E-10;2.7283E-10
Tb158m;3.9281E-11;2.8217E-11
Tb159;2.1654E-4;2.2083E-5
Tb160;5.4438E-8;4.7662E-8
Tb161;4.9072E-5;4.7107E-6
Tb162;2.6984E-5;1.7459E-5
Tb163;1.4951E-5;1.2364E-5
Tb164;1.1406E-5;8.3275E-6
Tb165;2.5954E-6;1.9445E-6
Tb166;1.237E-6;9.0359E-7
Tb167;6.0653E-7;6.4071E-7
Tb168;5.0026E-8;6.7601E-8
Tb169;8.8464E-9;1.2536E-8
Tb170;4.7362E-10;6.8715E-10
Tb171;2.4769E-11;3.611E-11
Dy158;6.4629E-11;4.5423E-11
Dy160;5.4453E-8;4.767E-8
Dy161;4.9072E-5;4.7107E-6
Dy162;2.6988E-5;1.7461E-5
Dy163;1.4978E-5;1.2386E-5
Dy164;1.165E-5;8.5045E-6
Dy165;2.8064E-6;2.0992E-6
Dy165m;2.8058E-8;3.0734E-8
Dy166;1.8559E-6;1.3159E-6
Dy167;9.0488E-7;9.0417E-7
Dy168;3.6765E-7;3.6892E-7
Dy169;1.0935E-7;1.1863E-7
Dy170;3.5281E-8;4.1857E-8
Dy171;3.726E-9;5.172E-9
Dy172;4.5021E-10;6.49E-10
Dy173;1.9263E-11;2.8043E-11
Ho163;1.0987E-11;1.2116E-11
Ho163m;1.4569E-12;1.7084E-12
Ho164;2.2481E-10;2.0993E-10
Ho164m;1.5755E-10;1.665E-10
Ho165;2.8084E-6;2.1004E-6
Ho166;1.8577E-6;1.3171E-6
Ho166m;4.1173E-9;4.3314E-9
Ho167;9.3108E-7;9.3014E-7
Ho168;4.1665E-7;4.1582E-7
Ho168m;2.8833E-8;4.0344E-8
Ho169;1.971E-7;1.9671E-7
Ho170;3.4907E-8;4.1488E-8
Ho170m;5.0184E-8;5.3407E-8
Ho171;3.4364E-8;3.5198E-8
Ho172;7.2662E-9;8.675E-9
Ho173;1.9686E-9;2.5736E-9
Ho174;1.5955E-10;2.2861E-10
Ho175;1.5849E-11;2.3032E-11
Er164;1.1623E-10;1.0853E-10
Er166;1.8577E-6;1.3171E-6
Er167;9.3114E-7;9.3017E-7
Er167m;1.1126E-7;1.3174E-7
Er168;4.1768E-7;4.1685E-7
Er169;2.002E-7;1.998E-7
Er170;9.6039E-8;9.5847E-8
Er171;4.5845E-8;4.5754E-8
Er172;2.1481E-8;2.1444E-8
Er173;8.7214E-9;8.7975E-9
Er174;3.464E-9;3.6204E-9
Er175;6.392E-10;7.9871E-10
Er176;1.3869E-10;1.8885E-10
Er177;9.1485E-12;1.3205E-11
Tm169;2.002E-7;1.998E-7
Tm170;3.9192E-11;5.7008E-11
Tm171;4.6129E-8;4.6037E-8
Tm172;2.215E-8;2.2105E-8
Tm173;1.0623E-8;1.0602E-8
Tm174;5.0112E-9;5.0018E-9
Tm175;2.263E-9;2.2627E-9
Tm176;7.5383E-10;7.8712E-10
Tm177;2.6092E-10;2.9519E-10
Tm178;3.283E-11;4.4741E-11
Tm179;5.9772E-12;8.4828E-12
Yb170;3.9141E-11;5.6933E-11
Yb171;4.6129E-8;4.6037E-8
Yb172;2.2153E-8;2.2106E-8
Yb173;1.0641E-8;1.0619E-8
Yb174;5.1107E-9;5.1005E-9
Yb175;2.4542E-9;2.4493E-9
Yb175m;1.7679E-9;1.8046E-9
Yb176;1.1088E-9;1.107E-9
Yb176m;6.466E-10;6.7315E-10
Yb177;5.425E-10;5.4162E-10
Yb177m;3.138E-10;3.3447E-10
Yb178;2.3981E-10;2.4016E-10
Yb179;7.2284E-11;7.8248E-11
Yb180;2.3171E-11;2.7485E-11
Yb181;2.4945E-12;3.4691E-12
Lu175;2.4555E-9;2.4501E-9
Lu176;6.8229E-11;7.9021E-11
Lu176m;1.984E-12;2.885E-12
Lu177;5.6119E-10;5.6008E-10
Lu177m;6.8149E-12;9.7661E-12
Lu178;2.5445E-10;2.5381E-10
Lu178m;1.6599E-11;2.3354E-11
Lu179;1.2881E-10;1.2856E-10
Lu179m;7.9779E-11;8.3944E-11
Lu180;3.2428E-11;3.3281E-11
Lu180m;3.2489E-11;3.4553E-11
Lu180n;1.3732E-11;1.7453E-11
Lu181;2.2623E-11;2.3127E-11
Lu182;4.5334E-12;5.4823E-12
Lu183;1.3075E-12;1.7117E-12
Hf176;1.9821E-12;2.8822E-12
Hf177;5.6658E-10;5.6544E-10
Hf177m;5.3831E-12;7.6453E-12
Hf178;2.7105E-10;2.6997E-10
Hf178m;1.6599E-11;2.3354E-11
Hf179;1.3075E-10;1.3049E-10
Hf180;6.2437E-11;6.2E-11
Hf180m;1.1322E-11;1.3183E-11
Hf181;2.9984E-11;2.9894E-11
Hf182;1.0323E-11;1.0247E-11
Hf182m;5.9328E-12;6.789E-12
Hf183;5.7259E-12;5.7627E-12
Hf184m;1.4003E-12;1.6205E-12
Ta181;2.9984E-11;2.9894E-11
Ta182;3.441E-12;4.2784E-12
Ta182m;3.441E-12;4.2784E-12
Ta182n;3.441E-12;4.2784E-12
Ta183;6.9396E-12;6.9119E-12
Ta184;2.1788E-12;2.2462E-12
Ta185;1.058E-12;1.0833E-12
W182;3.441E-12;4.2784E-12
W183;6.9396E-12;6.9119E-12
W184;2.1788E-12;2.2462E-12
W185;1.058E-12;1.0833E-12
Re185;1.058E-12;1.0833E-12
