Product;Th227  Thermal (0.0253 eV);Th227  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th232  Fast (500 keV);Th232  Fast (500 keV);Pa231  Fast (500 keV);Pa231  Fast (500 keV);U232  Thermal (0.0253 eV);U232  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U234  Fast (500 keV);U234  Fast (500 keV);U235  Thermal (0.0253 eV);U235  Thermal (0.0253 eV);U236  Fast (500 keV);U236  Fast (500 keV);U237  Fast (500 keV);U237  Fast (500 keV);U238  Fast (500 keV);U238  Fast (500 keV);Np237  Fast (500 keV);Np237  Fast (500 keV);Np238  Fast (500 keV);Np238  Fast (500 keV);Pu238  Fast (500 keV);Pu238  Fast (500 keV);Pu239  Thermal (0.0253 eV);Pu239  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am243  Fast (500 keV);Am243  Fast (500 keV);Cm242  Fast (500 keV);Cm242  Fast (500 keV);Cm243  Thermal (0.0253 eV);Cm243  Thermal (0.0253 eV);Cm244  Fast (500 keV);Cm244  Fast (500 keV);Cm245  Thermal (0.0253 eV);Cm245  Thermal (0.0253 eV);Cm246  Fast (500 keV);Cm246  Fast (500 keV);Cm248  Fast (500 keV);Cm248  Fast (500 keV);Cf249  Thermal (0.0253 eV);Cf249  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV)
Product;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error
Cd123;1.4598E-4;9.34273E-5;1.51701E-5;9.70885E-6;1.94366E-4;1.24394E-4;9.961E-5;6.37504E-5;7.9011E-7;5.05671E-7;2.16495E-5;1.38557E-5;1.588E-4;1.01632E-4;1.01013E-4;6.46482E-5;3.03945E-4;1.94525E-4;3.34654E-4;2.14178E-4;2.80262E-4;1.79368E-4;1.046E-4;6.6944E-5;2.0169E-4;1.29082E-4;9.33E-6;5.9712E-6;4.99594E-5;3.1974E-5;9.051E-5;5.79264E-5;9.77699E-5;6.25728E-5;1.7676E-4;1.13126E-4;3.38701E-5;2.16768E-5;5.082E-5;3.25248E-5;1.8068E-4;1.15635E-4;1.19E-6;7.616E-7;2.98E-6;1.9072E-6;2.6E-6;1.664E-6;6.83401E-5;4.37377E-5;1.4377E-4;9.20128E-5;3.1245E-4;1.99968E-4;4.05501E-4;2.5952E-4;0.00126206;8.07718E-4;0.00167758;0.00107365
Cd124;4.08E-6;2.6112E-6;5.01003E-7;3.20642E-7;1.22527E-4;7.84174E-5;3.5E-6;2.24E-6;3.06043E-7;1.95867E-7;9.74976E-6;6.23984E-6;6.42E-6;4.1088E-6;1.21421E-4;5.46396E-5;1.77729E-4;1.13746E-4;2.47743E-4;1.58555E-4;2.09321E-4;1.33966E-4;5.82E-6;3.7248E-6;7.12E-5;4.5568E-5;3.92E-6;2.5088E-6;2.73997E-6;1.75358E-6;4.22E-6;2.7008E-6;3.501E-5;2.24064E-5;1.1882E-4;7.60448E-5;1.03E-6;6.59201E-7;1.8E-6;1.152E-6;7.53E-6;4.8192E-6;2.9E-7;1.856E-7;1.03E-6;6.592E-7;1.09E-6;6.976E-7;3.42001E-6;2.1888E-6;7.13E-6;4.5632E-6;1.6309E-4;1.04378E-4;1.28415E-4;8.21855E-5;4.12104E-6;2.63747E-6;5.50001E-6;3.52001E-6
Cd125;7.98001E-7;5.1072E-7;4.29002E-8;2.74561E-8;5.34888E-5;3.42328E-5;8.93E-7;5.7152E-7;2.35033E-7;1.50421E-7;3.05992E-6;1.95835E-6;1.49E-6;9.53601E-7;5.54561E-5;3.54919E-5;1.29206E-5;8.26921E-6;2.16202E-5;1.3837E-5;9.77506E-5;6.25604E-5;2.98E-6;1.9072E-6;3.06E-6;1.9584E-6;1.44E-6;9.216E-7;6.949909E-7;4.44795E-7;9.97E-7;6.3808E-7;3.23E-6;2.0672E-6;6.93E-6;4.4352E-6;3.58001E-7;2.29121E-7;7.76E-7;4.9664E-7;1.86E-6;1.1904E-6;6.92E-8;4.4288E-8;3.5E-7;2.24E-7;4.21E-7;2.6944E-7;1.22E-6;7.80801E-7;2.75E-6;1.76E-6;1.231E-5;7.8784E-6;3.0434E-5;1.94778E-5;3.09078E-6;1.9781E-6;1.08E-6;6.91201E-7
Cd126;1.61E-7;1.0304E-7;2.44001E-8;1.56161E-8;5.50988E-6;3.52632E-6;1.93E-7;1.2352E-7;4.62064E-8;2.95721E-8;1.20997E-6;7.74381E-7;4.68E-7;2.9952E-7;8.07843E-5;5.17019E-5;4.89024E-6;3.12976E-6;7.98009E-6;5.10726E-6;8.13005E-6;5.20323E-6;8.99E-7;5.7536E-7;1.08E-6;6.912E-7;4.71E-7;3.0144E-7;2.29997E-7;1.47198E-7;4.65E-7;2.976E-7;1.24E-6;7.93599E-7;4.15E-6;2.656E-6;1.31E-7;8.38402E-8;2.38E-7;1.5232E-7;6.06E-7;3.8784E-7;1.63E-8;1.0432E-8;1.22E-7;7.80801E-8;1.39E-7;8.896E-8;5.25001E-7;3.36001E-7;1.16E-6;7.424E-7;6.37E-6;4.0768E-6;8.14841E-6;5.21498E-6;1.15029E-6;7.36186E-7;2.17E-7;1.3888E-7
Cd127;2.34E-8;1.4976E-8;6.83004E-9;4.37122E-9;2.23995E-6;1.43357E-6;3.8E-8;2.432E-8;7.171E-9;4.58944E-9;3.61991E-7;2.31674E-7;7.97001E-8;5.1008E-8;8.15442E-5;5.21883E-5;1.16006E-6;7.42437E-7;1.98002E-6;1.26721E-6;4.12003E-6;2.63682E-6;3.11E-7;1.9904E-7;2.9E-7;1.856E-7;1.44E-7;9.216E-8;8.869889E-8;5.67673E-8;1.88E-7;1.2032E-7;4.45E-7;2.848E-7;1.2E-6;7.68E-7;5.72001E-8;3.66081E-8;5.75E-8;3.68E-8;1.34E-7;8.576E-8;2.49E-9;1.5936E-9;6.77001E-8;4.3328E-8;2.68E-8;1.7152E-8;2.04E-7;1.3056E-7;3.48E-7;2.2272E-7;2.4E-6;1.536E-6;9.01824E-7;5.77167E-7;2.85072E-7;1.82446E-7;7.30002E-8;4.67201E-8
Cd128;2.81E-9;1.7984E-9;1.16001E-9;7.42404E-10;6.25986E-7;4.00631E-7;6.24E-9;3.9936E-9;1.35019E-9;8.64121E-10;5.00987E-8;3.20632E-8;1.49E-8;9.53601E-9;3.55275E-5;2.27376E-5;2.32012E-7;1.48487E-7;6.68008E-7;4.27525E-7;1.28001E-6;8.19205E-7;1.48E-7;9.472E-8;8.18E-8;5.2352E-8;3.48E-8;2.2272E-8;3.95995E-8;2.53437E-8;4.46E-8;2.8544E-8;6.07E-8;3.8848E-8;3.41E-7;2.1824E-7;9.13002E-9;5.84321E-9;1.06E-8;6.784E-9;2.24E-8;1.4336E-8;3.72E-10;2.3808E-10;7.64001E-9;4.8896E-9;4.13E-9;2.6432E-9;4.40001E-8;2.816E-8;6.34E-8;4.0576E-8;5.52E-7;3.5328E-7;3.50931E-7;2.24596E-7;5.87148E-8;3.75775E-8;2.26E-8;1.4464E-8
Cd129;7.02998E-7;4.49919E-7;2.08001E-10;1.33121E-10;9.0398E-8;5.78547E-8;8.44E-10;5.4016E-10;2.09014E-6;1.33769E-6;9.1938E-6;5.88403E-6;2.4E-9;1.536E-9;7.23949E-9;4.63327E-9;2.45012E-8;1.56808E-8;1.14001E-7;7.29608E-8;4.78003E-7;3.05922E-7;1.23E-8;7.872E-9;1.48E-8;9.472E-9;1.1847E-5;7.58211E-6;1.13999E-9;7.29591E-10;7.2E-9;4.608E-9;1.06E-8;6.78399E-9;6.56E-8;4.1984E-8;6.5938E-6;4.22003E-6;3.05E-9;1.952E-9;2.55E-9;1.632E-9;1.42972E-6;9.15023E-7;6.79996E-6;4.35197E-6;7.27618E-6;4.65676E-6;6.75001E-9;4.32001E-9;6.72E-9;4.3008E-9;8.24E-8;5.2736E-8;1.56951E-7;1.00449E-7;8.80222E-9;5.63342E-9;5.52001E-9;3.53281E-9
Cd130;3.94E-8;2.5216E-8;4.18002E-7;2.67521E-7;2.95993E-8;1.89436E-8;7.5E-7;4.8E-7;2.21031E-7;1.4146E-7;7.9698E-7;5.10067E-7;2.21E-6;1.4144E-6;8.77978E-4;5.61906E-4;4.71024E-9;3.01455E-9;1.59002E-8;1.01761E-8;5.57004E-8;3.56482E-8;6.2E-6;3.968E-6;1.88E-9;1.2032E-9;2.1E-6;1.344E-6;1.54998E-6;9.919879E-7;5.34E-6;3.4176E-6;9.15999E-10;5.8624E-10;8.41E-9;5.3824E-9;6.64001E-7;4.24961E-7;1.88E-6;1.2032E-6;6.21E-6;3.9744E-6;1.91E-7;1.2224E-7;3.72E-7;2.3808E-7;8.31E-7;5.3184E-7;4.03001E-6;2.5792E-6;6.69E-6;4.2816E-6;7.61E-9;4.8704E-9;5.5989E-8;3.5833E-8;8.93225E-6;5.71664E-6;3.81001E-6;2.43841E-6
Cd131;7.06998E-10;4.52479E-10;2.14998E-8;1.37599E-8;5.43794E-6;3.48028E-6;3.55986E-8;2.27831E-8;6.19042E-9;3.96187E-9;4.91973E-8;3.14863E-8;1.14997E-7;7.3598E-8;1.37779E-4;8.81783E-5;2.36005E-6;1.51043E-6;5.63775E-6;3.60816E-6;2.92002E-9;1.86881E-9;3.78983E-7;2.42549E-7;5.24995E-7;3.35997E-7;1.48992E-7;9.53546E-8;9.349439E-8;5.98364E-8;3.77989E-7;2.41913E-7;5.59986E-7;3.58391E-7;3.71989E-6;2.38073E-6;3.32986E-8;2.13111E-8;1.53992E-7;9.85551E-8;7.00905E-7;4.48579E-7;1.23E-8;7.872E-9;4.40957E-8;2.82212E-8;4.38946E-8;2.80925E-8;3.29978E-7;2.11186E-7;5.61936E-7;3.59639E-7;4.19489E-6;2.68473E-6;2.35954E-8;1.5101E-8;1.05017E-6;6.7211E-7;2.62995E-7;1.68317E-7
Cd132;7.44001E-12;4.7616E-12;8.01995E-10;5.13277E-10;6.1898E-7;3.96147E-7;9.69E-10;6.2016E-10;1.21017E-10;7.74508E-11;7.31982E-10;4.68468E-10;2.61995E-9;1.67677E-9;0.0;0.0;1.23002E-7;7.87216E-8;3.59E-7;2.2976E-7;1.81994E-6;1.16476E-6;1.35996E-8;8.70371E-9;1.68999E-8;1.08159E-8;4.50979E-9;2.88626E-9;5.67993E-9;3.63516E-9;1.35997E-8;8.70382E-9;1.98995E-8;1.27357E-8;2.24994E-7;1.43996E-7;7.42002E-10;4.74881E-10;4.13983E-9;2.64949E-9;3.35954E-8;2.15011E-8;3.03E-10;1.9392E-10;6.93001E-10;4.4352E-10;1.23E-9;7.872E-10;1.41992E-8;9.08749E-9;2.48972E-8;1.59342E-8;2.60986E-7;1.67031E-7;3.33935E-9;2.13718E-9;8.47159E-8;5.42182E-8;1.07998E-8;6.91188E-9
Cd133;4.00651E-14;2.56417E-14;7.18509E-12;4.59846E-12;2.38431E-8;1.52596E-8;1.04279E-11;6.67383E-12;2.39798E-12;1.53471E-12;1.45986E-11;9.34309E-12;2.59206E-11;1.65892E-11;4.48941E-11;2.87322E-11;7.51681E-9;4.81076E-9;1.91023E-8;1.22254E-8;8.45538E-8;5.41144E-8;1.76246E-10;1.12797E-10;6.22226E-11;3.98225E-11;3.57921E-11;2.2907E-11;2.71325E-11;1.73648E-11;9.86069E-11;6.31084E-11;1.18061E-10;7.55591E-11;1.78587E-8;1.14296E-8;8.9072E-12;5.70061E-12;4.69058E-11;3.00197E-11;5.07844E-10;3.2502E-10;1.27639E-11;8.16888E-12;4.536E-11;2.90304E-11;2.54247E-11;1.62718E-11;1.36318E-10;8.72435E-11;2.46044E-10;1.57468E-10;2.99857E-8;1.91909E-8;1.38953E-10;8.89301E-11;1.28429E-9;8.21945E-10;7.43831E-11;4.76052E-11
Cd134;0.0;0.0;1.31001E-13;8.38404E-14;1.97996E-10;1.26717E-10;8.37E-14;5.3568E-14;0.0;0.0;1.00997E-13;6.46384E-14;1.69E-13;1.0816E-13;9.32934E-13;5.97078E-13;2.13011E-11;1.36327E-11;8.9401E-11;5.72167E-11;9.37006E-10;5.99684E-10;1.59E-12;1.0176E-12;1.92E-12;1.2288E-12;2.96E-13;1.8944E-13;2.13997E-13;1.36958E-13;1.28E-12;8.192E-13;2.62E-12;1.6768E-12;5.99E-11;3.8336E-11;4.18001E-14;2.67521E-14;3.69E-13;2.3616E-13;6.24E-12;3.9936E-12;1.91E-14;1.2224E-14;1.93E-13;1.2352E-13;1.32E-13;8.448E-14;1.67E-12;1.0688E-12;6.12E-12;3.9168E-12;1.5E-10;9.6E-11;4.41914E-13;2.82825E-13;4.42112E-11;2.82951E-11;1.6E-12;1.024E-12
Cd135;;;;;9.2666E-13;5.93062E-13;;;;;;;;;;;6.18114E-13;3.95593E-13;1.1516E-12;7.37024E-13;8.88646E-12;5.68733E-12;;;6.33205E-14;4.05251E-14;;;;;;;;;1.71987E-12;1.10072E-12;;;;;;;;;;;;;;;;;6.55575E-12;4.19568E-12;;;4.57577E-12;2.92849E-12;1.6491E-13;1.05543E-13
Cd136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.37002E-14;2.15681E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
In107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
In109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.84E-13;1.1776E-13;1.2E-14;7.68001E-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.38934E-14;2.16918E-14;0.0;0.0;0.0;0.0
In111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.08E-12;6.912E-13;9.59E-10;6.1376E-10;8.34001E-11;5.3376E-11;4.4E-11;2.816E-11;2.98001E-13;1.9072E-13;1.84E-13;1.1776E-13;0.0;0.0;1.61968E-10;1.0366E-10;3.60091E-13;2.30458E-13;1.82E-14;1.1648E-14
In112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.37047E-14;2.1571E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.12E-10;1.9968E-10;8.13001E-12;5.20321E-12;2.25E-12;1.44E-12;0.0;0.0;7.85846E-10;5.02942E-10;6.24158E-12;3.99461E-12;5.57001E-13;3.56481E-13
In112m;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4402E-13;9.21729E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.33E-9;8.512E-10;3.46001E-11;2.2144E-11;1.82E-11;1.1648E-11;2.46E-14;1.5744E-14;3.34934E-9;2.14358E-9;2.66067E-11;1.70283E-11;2.38E-12;1.5232E-12
In113;0.0;0.0;0.0;0.0;0.0;0.0;2.44E-13;1.5616E-13;6.83095E-12;4.37181E-12;4.93988E-14;3.16152E-14;1.04E-14;6.656E-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.01E-14;2.5664E-14;0.0;0.0;1.12E-12;7.168E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.45E-9;9.28002E-10;9.23E-10;5.9072E-10;3.81E-12;2.4384E-12;7.58852E-8;4.85665E-8;1.21031E-9;7.74596E-10;2.41E-10;1.5424E-10
In113m;0.0;0.0;0.0;0.0;0.0;0.0;4.99E-14;3.1936E-14;1.60022E-12;1.02414E-12;1.15997E-14;7.42381E-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3E-13;1.472E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.40001E-10;2.176E-10;1.14E-10;7.296E-11;8.95E-13;5.728E-13;1.77965E-8;1.13898E-8;2.83071E-10;1.81166E-10;5.65001E-11;3.61601E-11
In114;1.06E-13;6.78401E-14;7.07004E-14;4.52482E-14;0.0;0.0;4.06E-12;2.5984E-12;6.73094E-11;4.3078E-11;7.9798E-13;5.10707E-13;3.58E-13;2.2912E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.27E-12;8.128E-13;0.0;0.0;5.6E-11;3.584E-11;1.85998E-14;1.19039E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.03E-10;6.592E-11;2.37953E-7;1.5229E-7;1.45037E-8;9.28234E-9;4.33001E-9;2.77121E-9
In114m;3.19E-13;2.0416E-13;2.12001E-13;1.35681E-13;0.0;0.0;1.44E-11;9.216E-12;2.02028E-10;1.29298E-10;2.38994E-12;1.52956E-12;1.27E-12;8.12801E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.51E-12;2.8864E-12;0.0;0.0;1.99E-10;1.2736E-10;5.56993E-14;3.56476E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.09E-10;1.9776E-10;7.1386E-7;4.56871E-7;4.3411E-8;2.7783E-8;1.3E-8;8.32002E-9
In115;5.84001E-11;3.7376E-11;2.40001E-11;1.53601E-11;3.44992E-14;2.20795E-14;8.54E-10;5.4656E-10;7.26101E-9;4.64705E-9;1.96995E-10;1.26077E-10;1.4E-10;8.96001E-11;1.62988E-12;1.04313E-12;1.72009E-12;1.10085E-12;6.51007E-14;4.16645E-14;1.16001E-14;7.42405E-15;1.85E-10;1.184E-10;9.09E-13;5.8176E-13;1.6E-8;1.024E-8;1.40998E-11;9.02389E-12;8.58E-13;5.4912E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.66E-14;3.6224E-14;0.0;0.0;2.13E-14;1.3632E-14;0.0;0.0;0.0;0.0;0.0;0.0;6.80867E-6;4.35755E-6;1.22031E-6;7.80997E-7;5.10001E-7;3.26401E-7
In115m;1.37E-11;8.76801E-12;5.62003E-12;3.59682E-12;0.0;0.0;1.75E-10;1.12E-10;1.70024E-9;1.08815E-9;4.61988E-11;2.95673E-11;2.87E-11;1.8368E-11;3.81973E-13;2.44463E-13;3.51018E-13;2.24651E-13;1.33002E-14;8.5121E-15;0.0;0.0;3.8E-11;2.432E-11;1.86E-13;1.1904E-13;3.28E-9;2.0992E-9;3.29996E-12;2.11197E-12;2.01E-13;1.2864E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.16E-14;7.424E-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.59969E-6;1.0238E-6;2.85072E-7;1.82446E-7;1.2E-7;7.68002E-8
In116;9.26667E-10;5.93067E-10;3.28668E-10;2.10348E-10;1.09998E-12;7.03984E-13;6.73333E-9;4.30933E-9;3.86054E-8;2.47074E-8;1.44663E-9;9.25843E-10;1.6E-9;1.024E-9;2.56649E-11;1.64255E-11;3.38684E-11;2.16757E-11;2.21336E-12;1.41655E-12;4.7667E-13;3.05069E-13;2.42667E-9;1.55307E-9;3.67333E-11;2.35093E-11;1.19333E-7;7.63733E-8;7.39991E-10;4.73594E-10;2.86E-11;1.8304E-11;1.25333E-12;8.02133E-13;1.58E-13;1.0112E-13;1.44667E-11;9.25869E-12;6.08E-11;3.8912E-11;0.0;0.0;3.09333E-13;1.97973E-13;2.26667E-14;1.45067E-14;1.93333E-13;1.23733E-13;0.0;0.0;0.0;0.0;0.0;0.0;2.09626E-5;1.3416E-5;6.30159E-6;4.03302E-6;3.80001E-6;2.43201E-6
In116m;9.26667E-10;5.93067E-10;3.28668E-10;2.10348E-10;1.09998E-12;7.03984E-13;6.73333E-9;4.30933E-9;3.86054E-8;2.47074E-8;1.44663E-9;9.25843E-10;1.6E-9;1.024E-9;2.56649E-11;1.64255E-11;3.38684E-11;2.16757E-11;2.21336E-12;1.41655E-12;4.7667E-13;3.05069E-13;2.42667E-9;1.55307E-9;3.67333E-11;2.35093E-11;1.19333E-7;7.63733E-8;7.39991E-10;4.73594E-10;2.86E-11;1.8304E-11;1.25333E-12;8.02133E-13;1.58E-13;1.0112E-13;1.44667E-11;9.25869E-12;6.08E-11;3.8912E-11;0.0;0.0;3.09333E-13;1.97973E-13;2.26667E-14;1.45067E-14;1.93333E-13;1.23733E-13;0.0;0.0;0.0;0.0;0.0;0.0;2.09626E-5;1.3416E-5;6.30159E-6;4.03302E-6;3.80001E-6;2.43201E-6
In116n;9.26667E-10;5.93067E-10;3.28668E-10;2.10348E-10;1.09998E-12;7.03984E-13;6.73333E-9;4.30933E-9;3.86054E-8;2.47074E-8;1.44663E-9;9.25843E-10;1.6E-9;1.024E-9;2.56649E-11;1.64255E-11;3.38684E-11;2.16757E-11;2.21336E-12;1.41655E-12;4.7667E-13;3.05069E-13;2.42667E-9;1.55307E-9;3.67333E-11;2.35093E-11;1.19333E-7;7.63733E-8;7.39991E-10;4.73594E-10;2.86E-11;1.8304E-11;1.25333E-12;8.02133E-13;1.58E-13;1.0112E-13;1.44667E-11;9.25869E-12;6.08E-11;3.8912E-11;0.0;0.0;3.09333E-13;1.97973E-13;2.26667E-14;1.45067E-14;1.93333E-13;1.23733E-13;0.0;0.0;0.0;0.0;0.0;0.0;2.09626E-5;1.3416E-5;6.30159E-6;4.03302E-6;3.80001E-6;2.43201E-6
In117;1.21E-7;7.74401E-8;4.70002E-8;3.00802E-8;1.37997E-10;8.8318E-11;2.66E-7;1.7024E-7;1.02014E-6;6.52891E-7;8.53979E-8;5.46546E-8;9.93001E-8;6.3552E-8;3.65974E-9;2.34223E-9;3.58018E-9;2.29131E-9;3.07003E-10;1.96482E-10;9.29006E-11;5.94564E-11;1.08E-7;6.912E-8;5.46E-9;3.4944E-9;3.77E-6;2.4128E-6;7.019909E-8;4.49274E-8;3.93E-9;2.5152E-9;4.14E-10;2.6496E-10;4.21E-11;2.6944E-11;4.74001E-9;3.03361E-9;1.01E-8;6.464E-9;4.97E-9;3.1808E-9;1.02E-11;6.528E-12;6.79001E-13;4.3456E-13;7.53E-12;4.8192E-12;2.82E-13;1.8048E-13;3.49E-13;2.2336E-13;4.08E-14;2.6112E-14;4.30816E-5;2.75722E-5;1.2051E-4;7.71267E-5;1.139E-4;7.28962E-5
In117m;2.83E-8;1.8112E-8;1.10001E-8;7.04004E-9;2.82994E-11;1.81116E-11;5.45E-8;3.488E-8;2.40034E-7;1.53621E-7;1.99995E-8;1.27997E-8;2.03E-8;1.2992E-8;8.58939E-10;5.49721E-10;7.33037E-10;4.69143E-10;6.29007E-11;4.02565E-11;1.90001E-11;1.21601E-11;2.21E-8;1.4144E-8;1.12E-9;7.168E-10;7.72E-7;4.9408E-7;1.64998E-8;1.05599E-8;9.21E-10;5.8944E-10;9.71999E-11;6.2208E-11;9.88E-12;6.3232E-12;1.11E-9;7.10402E-10;2.37E-9;1.5168E-9;1.02E-9;6.528E-10;2.09E-12;1.3376E-12;1.59E-13;1.0176E-13;1.77E-12;1.1328E-12;6.63001E-14;4.24321E-14;4.32E-14;2.7648E-14;0.0;0.0;1.0108E-5;6.46913E-6;2.82671E-5;1.8091E-5;2.67201E-5;1.71008E-5
In118;1.2E-6;7.68001E-7;2.21001E-7;1.41441E-7;3.88991E-9;2.48954E-9;2.63E-6;1.6832E-6;3.77053E-6;2.41314E-6;7.39981E-7;4.73588E-7;1.1E-6;7.04001E-7;5.05964E-8;3.23817E-8;6.40032E-8;4.0962E-8;7.86009E-9;5.03046E-9;2.12001E-9;1.35681E-9;1.55E-6;9.92E-7;1.43E-7;9.152E-8;1.893E-5;1.21152E-5;5.76993E-7;3.69275E-7;1.02E-7;6.528E-8;1.93E-8;1.2352E-8;2.35E-9;1.504E-9;2.55001E-7;1.632E-7;2.82E-7;1.8048E-7;1.47E-7;9.408E-8;4.36E-6;2.7904E-6;1.03E-6;6.592E-7;9.67E-7;6.1888E-7;2.5E-12;1.6E-12;3.46E-12;2.2144E-12;8.17E-13;5.2288E-13;4.44013E-5;2.84168E-5;4.19606E-4;2.68548E-4;7.50352E-4;4.80225E-4
In118m;1.995E-7;1.2768E-7;3.68002E-8;2.35521E-8;5.49988E-10;3.51992E-10;3.705E-7;2.3712E-7;6.30088E-7;4.03256E-7;1.23497E-7;7.9038E-8;1.555E-7;9.95201E-8;8.4494E-9;5.40762E-9;9.05045E-9;5.79229E-9;1.11001E-9;7.10408E-10;2.99002E-10;1.91361E-10;2.185E-7;1.3984E-7;2.01E-8;1.2864E-8;2.67E-6;1.7088E-6;9.599879E-8;6.14392E-8;1.7E-8;1.088E-8;3.215E-9;2.0576E-9;3.92E-10;2.5088E-10;4.25001E-8;2.72001E-8;4.705E-8;3.0112E-8;2.075E-8;1.328E-8;6.15E-7;3.936E-7;1.715E-7;1.0976E-7;1.61E-7;1.0304E-7;4.16501E-13;2.6656E-13;3.055E-13;1.9552E-13;1.36E-13;8.704E-14;7.39855E-6;4.73507E-6;6.99327E-5;4.47569E-5;1.2506E-4;8.00386E-5
