Ti66;1.81562E-20;1.162E-20;;;;;;;;;;;;;7.98702E-19;5.11169E-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V66;9.64206E-16;6.17092E-16;3.30602E-16;2.11585E-16;4.00477E-19;2.56305E-19;9.71536E-18;6.21783E-18;4.48456E-18;2.87012E-18;1.87064E-17;1.19721E-17;5.51216E-18;3.52778E-18;1.41848E-14;9.07827E-15;1.78916E-18;1.14506E-18;7.58793E-20;4.85627E-20;8.64479E-18;5.53266E-18;3.59707E-18;2.30212E-18;7.05862E-18;4.51752E-18;1.40767E-18;9.00907E-19;1.05374E-16;6.74393E-17;6.93654E-19;4.43939E-19;2.2847E-17;1.46221E-17;4.19682E-18;2.68596E-18;4.08394E-17;2.61372E-17;5.21352E-17;3.33665E-17;1.60612E-16;1.02792E-16;1.36878E-16;8.76021E-17
V67;5.95247E-18;3.80958E-18;2.12419E-17;1.35948E-17;;;9.82825E-19;6.29008E-19;7.3375E-19;4.696E-19;2.02328E-18;1.2949E-18;1.14105E-18;7.30273E-19;2.75346E-16;1.76221E-16;;;;;5.95371E-19;3.81037E-19;;;;;4.98952E-19;3.19329E-19;1.28487E-17;8.22317E-18;;;2.32549E-18;1.48832E-18;;;;;4.18521E-18;2.67854E-18;1.56056E-17;9.98757E-18;1.91173E-17;1.22351E-17
V68;7.11979E-19;4.55667E-19;;;;;;;;;;;;;1.6886E-17;1.0807E-17;;;;;;;;;;;;;6.56308E-19;4.20037E-19;;;;;;;;;;;;;1.18113E-18;7.55921E-19
V69;1.604E-19;1.02656E-19;;;;;;;;;;;;;2.81559E-18;1.80198E-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cr66;3.17896E-12;2.03454E-12;8.55967E-12;5.47819E-12;2.04996E-14;1.31197E-14;4.79991E-13;3.07194E-13;4.02992E-13;2.57915E-13;6.25013E-13;4.00008E-13;5.15E-13;3.296E-13;1.70859E-11;1.0935E-11;5.44982E-14;3.48789E-14;1.17999E-14;7.55195E-15;1.83991E-13;1.17754E-13;8.91902E-14;5.70817E-14;1.47993E-13;9.47155E-14;5.54986E-14;3.55191E-14;2.88989E-12;1.84953E-12;1.71993E-14;1.10076E-14;1.67977E-13;1.07505E-13;2.54958E-14;1.63173E-14;2.59959E-13;1.66374E-13;4.54948E-13;2.91167E-13;1.40984E-12;9.02297E-13;2.47986E-12;1.58711E-12
Cr67;5.55982E-13;3.55828E-13;5.49979E-13;3.51986E-13;0.0;0.0;3.5699E-14;2.28474E-14;4.87988E-14;3.12313E-14;6.76014E-14;4.32649E-14;7.88998E-14;5.04958E-14;6.73977E-12;4.31345E-12;0.0;0.0;0.0;0.0;1.04994E-14;6.71962E-15;0.0;0.0;0.0;0.0;1.62995E-14;1.04317E-14;2.98987E-13;1.91352E-13;0.0;0.0;1.70977E-14;1.09425E-14;0.0;0.0;1.88E-14;1.2032E-14;3.36958E-14;2.15653E-14;1.36984E-13;8.767E-14;2.86981E-13;1.83668E-13
Cr68;7.82975E-14;5.01104E-14;2.41E-14;1.5424E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.47986E-13;2.86711E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.79993E-14;1.15196E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.13988E-14;1.36952E-14
Cr69;1.49819E-14;9.58843E-15;7.14501E-16;4.57281E-16;6.51068E-18;4.16684E-18;8.36953E-17;5.3565E-17;2.89474E-17;1.85263E-17;4.39974E-17;2.81584E-17;5.4936E-17;3.51591E-17;6.89185E-14;4.41079E-14;;;3.92061E-18;2.50919E-18;5.10836E-17;3.26935E-17;4.84993E-17;3.10395E-17;8.44173E-18;5.40271E-18;3.34744E-17;2.14236E-17;2.45014E-16;1.56809E-16;3.54917E-18;2.27147E-18;1.33461E-16;8.54153E-17;1.24745E-17;7.98365E-18;7.53958E-17;4.82533E-17;1.37704E-16;8.81304E-17;4.15769E-16;2.66092E-16;6.24778E-16;3.99858E-16
Cr70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cr71;2.78272E-18;1.78094E-18;;;;;;;;;;;;;1.15325E-17;7.38079E-18;;;;;;;;;;;;;1.90721E-18;1.22061E-18;;;;;;;;;;;;;5.17193E-18;3.31004E-18
Mn66;5.14988E-10;3.29593E-10;6.39E-9;4.0896E-9;1.11E-11;7.104E-12;1.93E-10;1.2352E-10;9.43992E-11;6.04155E-11;1.34007E-10;8.57643E-11;9.84011E-11;6.29767E-11;2.02001E-9;1.29281E-9;2.23E-11;1.4272E-11;1.13E-11;7.232E-12;6.88E-11;4.4032E-11;4.03952E-11;2.58536E-11;5.96E-11;3.8144E-11;1.89E-11;1.2096E-11;6.06E-10;3.8784E-10;1.99E-11;1.2736E-11;5.16E-11;3.3024E-11;1.62E-11;1.0368E-11;1.78E-10;1.1392E-10;2.44E-10;1.5616E-10;4.61E-10;2.9504E-10;5.36E-10;3.4304E-10
Mn67;3.81991E-10;2.44474E-10;1.34E-9;8.576E-10;5.01E-12;3.2064E-12;5.98E-11;3.8272E-11;5.30995E-11;3.39837E-11;5.9603E-11;3.81459E-11;6.19007E-11;3.96165E-11;2.67002E-9;1.70881E-9;6.36E-12;4.0704E-12;5.25E-12;3.36E-12;1.45E-11;9.28E-12;1.57989E-11;1.01113E-11;1.2E-11;7.68E-12;2.06E-11;1.3184E-11;2.18E-10;1.3952E-10;3.87E-12;2.4768E-12;1.43E-11;9.152E-12;5.54E-12;3.5456E-12;3.73E-11;2.3872E-11;5.28E-11;3.3792E-11;1.27E-10;8.128E-11;1.77E-10;1.1328E-10
Mn68;1.62996E-10;1.04318E-10;1.94E-10;1.2416E-10;7.96E-13;5.0944E-13;1.04E-11;6.656E-12;6.65994E-12;4.26236E-12;1.00005E-11;6.40032E-12;8.06009E-12;5.15846E-12;5.04003E-10;3.22562E-10;3.03E-12;1.9392E-12;1.48E-12;9.472E-13;3.09E-12;1.9776E-12;3.08979E-12;1.97747E-12;1.98E-12;1.2672E-12;3.4E-12;2.176E-12;3.54E-11;2.2656E-11;7.50001E-13;4.80001E-13;3.96E-12;2.5344E-12;5.23E-13;3.3472E-13;4.72E-12;3.0208E-12;8.02E-12;5.1328E-12;2.56E-11;1.6384E-11;3.95E-11;2.528E-11
Mn69;2.80844E-11;1.7974E-11;1.84993E-11;1.18395E-11;1.07993E-13;6.91158E-14;1.33992E-12;8.57547E-13;8.91963E-13;5.70857E-13;1.47003E-12;9.40819E-13;1.75997E-12;1.12638E-12;6.02315E-11;3.85481E-11;0.0;0.0;2.00996E-13;1.28637E-13;6.07949E-13;3.89087E-13;6.29908E-13;4.03141E-13;1.76992E-13;1.13275E-13;7.37967E-13;4.72299E-13;3.51976E-12;2.25264E-12;4.60965E-14;2.95018E-14;6.56867E-13;4.20395E-13;4.30875E-14;2.7576E-14;4.79925E-13;3.07152E-13;8.71862E-13;5.57992E-13;3.64958E-12;2.33573E-12;6.32938E-12;4.0508E-12
Mn70;2.28995E-12;1.46557E-12;9.4E-13;6.016E-13;1.04E-14;6.656E-15;1.19E-13;7.61601E-14;5.77995E-14;3.69917E-14;9.73049E-14;6.22751E-14;1.17001E-13;7.48809E-14;4.45003E-12;2.84802E-12;9.76E-14;6.2464E-14;1.15E-14;7.36E-15;6.91E-14;4.4224E-14;5.25964E-14;3.36617E-14;1.33E-14;8.512E-15;7.47E-14;4.7808E-14;3.75E-13;2.4E-13;0.0;0.0;1.04E-13;6.656E-14;0.0;0.0;3.36E-14;2.1504E-14;6.41E-14;4.1024E-14;3.31E-13;2.1184E-13;7.3E-13;4.672E-13
Mn71;1.73993E-13;1.11356E-13;3.4E-14;2.176E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2199E-13;1.42074E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.73981E-14;1.75348E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.97E-14;1.2608E-14;5.23948E-14;3.35327E-14
Mn72;1.66401E-15;1.06497E-15;1.22045E-15;7.81085E-16;4.94247E-17;3.16318E-17;1.41682E-16;9.06767E-17;1.19069E-16;7.62042E-17;4.04058E-16;2.58597E-16;9.15126E-17;5.85681E-17;1.9449E-15;1.24474E-15;1.58234E-16;1.0127E-16;8.03806E-18;5.14436E-18;2.52296E-16;1.6147E-16;1.83483E-16;1.17429E-16;9.15713E-17;5.86056E-17;1.36201E-16;8.71689E-17;6.67246E-16;4.27038E-16;7.38016E-18;4.7233E-18;3.08706E-16;1.97572E-16;;;;;2.74999E-16;1.75999E-16;1.17327E-15;7.50891E-16;1.28047E-15;8.19504E-16
Mn73;1.03847E-16;6.64622E-17;;;;;;;1.25249E-17;8.01592E-18;3.5617E-17;2.27949E-17;2.29946E-17;1.47165E-17;3.91367E-16;2.50475E-16;1.81496E-17;1.16157E-17;4.27498E-19;2.73599E-19;;;;;6.62938E-18;4.2428E-18;1.40808E-17;9.01174E-18;6.14503E-17;3.93282E-17;;;;;;;;;;;9.86455E-17;6.31331E-17;1.37218E-16;8.78196E-17
Mn74;4.37372E-18;2.79918E-18;;;;;;;;;;;;;1.66975E-17;1.06864E-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fe65;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;
Fe66;7.42983E-9;4.75509E-9;2.41E-7;1.5424E-7;1.08E-9;6.912E-10;1.32E-8;8.44801E-9;3.94997E-9;2.52798E-9;4.38022E-9;2.80334E-9;2.64003E-9;1.68962E-9;2.17001E-8;1.38881E-8;5.56E-10;3.5584E-10;4.03E-10;2.5792E-10;3.62E-9;2.3168E-9;2.352303E-9;1.358636E-9;2.92E-9;1.8688E-9;7.47E-10;4.7808E-10;1.33E-8;8.512E-9;1.27E-9;8.12801E-10;1.25E-9;8.0E-10;1.0E-9;6.4E-10;1.14E-8;7.296E-9;1.21E-8;7.744E-9;1.16E-8;7.424E-9;8.42E-9;5.3888E-9
